modele_id;texte_id;texte
QUAD_JUST_001;feedback_2;"Une figure peut être dessinée à main levée et ne pas respecter les longueurs ou les angles à l'œil."
QUAD_JUST_001;feedback_3;"Un carré est un parallélogramme particulier ; la réciproque est fausse."
QUAD_JUST_001;feedback_4;"L'apparence peut suggérer une piste, mais elle ne remplace pas les propriétés."
QUAD_JUST_001;figure_alt;"Parallélogramme ABCD volontairement mal dessiné, avec angle droit et quatre côtés de même longueur codés"
CERC_RAYON_001;notion;"Cercle : vocabulaire et propriétés utiles"
CERC_RAYON_001;definition;"Un cercle est l’ensemble des points situés à une même distance d’un point appelé centre."
CERC_RAYON_001;rappel;"Le dessin aide à se repérer. Les définitions et les propriétés permettent de raisonner."
CERC_RAYON_001;enonce;"Le cercle a pour centre O et A est un point du cercle. Comment appelle-t-on le segment [OA] ?"
CERC_RAYON_001;reponse;"rayon"
CERC_RAYON_001;proposition_2;"diamètre"
CERC_RAYON_001;proposition_3;"corde"
CERC_RAYON_001;proposition_4;"tangente"
CERC_RAYON_001;feedback_1;"[OA] relie le centre O à un point A du cercle : c'est un rayon."
CERC_RAYON_001;feedback_2;"Un diamètre relie deux points du cercle et passe par le centre."
CERC_RAYON_001;feedback_3;"Une corde relie deux points du cercle ; ici O est le centre et non un point du cercle."
CERC_RAYON_001;feedback_4;"Une tangente est une droite qui touche le cercle en un seul point."
CERC_RAYON_001;figure_alt;"Cercle de centre O avec A sur le cercle et le rayon OA tracé"
CERC_DIAM_001;notion;"Cercle : vocabulaire et propriétés utiles"
CERC_DIAM_001;definition;"Un cercle est l’ensemble des points situés à une même distance d’un point appelé centre."
CERC_DIAM_001;rappel;"Le dessin aide à se repérer. Les définitions et les propriétés permettent de raisonner."
CERC_DIAM_001;enonce;"A et B sont sur le cercle et le segment [AB] passe par le centre O. Comment appelle-t-on [AB] ?"
CERC_DIAM_001;reponse;"diamètre"
CERC_DIAM_001;proposition_2;"rayon"
CERC_DIAM_001;proposition_3;"corde"
CERC_DIAM_001;proposition_4;"tangente"
CERC_DIAM_001;feedback_1;"[AB] relie deux points du cercle et passe par son centre O : c'est un diamètre."
CERC_DIAM_001;feedback_2;"Un rayon relie le centre à un seul point du cercle."
CERC_DIAM_001;feedback_3;"Tout diamètre est une corde, mais ici le passage par O permet d'être plus précis : [AB] est un diamètre."
CERC_DIAM_001;feedback_4;"Une tangente n'a qu'un point commun avec le cercle ; [AB] le traverse."
CERC_DIAM_001;figure_alt;"Cercle de centre O avec le diamètre AB et une autre corde CD qui ne passe pas par O"
CERC_EGAL_001;notion;"Cercle : vocabulaire et propriétés utiles"
CERC_EGAL_001;definition;"Un cercle est l’ensemble des points situés à une même distance d’un point appelé centre."
CERC_EGAL_001;rappel;"Le dessin aide à se repérer. Les définitions et les propriétés permettent de raisonner."
CERC_EGAL_001;enonce;"A et B appartiennent au même cercle de centre O. On sait que OA = 3 cm. Que vaut OB ?"
CERC_EGAL_001;reponse;"3 cm"
CERC_EGAL_001;proposition_2;"1,5 cm"
CERC_EGAL_001;proposition_3;"6 cm"
CERC_EGAL_001;proposition_4;"On ne peut pas le savoir"
CERC_EGAL_001;feedback_1;"OA et OB sont deux rayons du même cercle. Ils ont donc la même longueur : OB = 3 cm."
CERC_EGAL_001;feedback_2;"Rien ne demande de diviser le rayon par deux : OB est lui aussi un rayon."
CERC_EGAL_001;feedback_3;"6 cm correspondrait au double du rayon, c'est-à-dire à la longueur d'un diamètre."
CERC_EGAL_001;feedback_4;"L'appartenance de A et B au même cercle de centre O suffit : OA et OB sont des rayons du même cercle."
CERC_EGAL_001;figure_alt;"Cercle de centre O avec deux rayons OA et OB tracés"
CERC_JUST_001;notion;"Cercle : vocabulaire et propriétés utiles"
CERC_JUST_001;definition;"Un cercle est l’ensemble des points situés à une même distance d’un point appelé centre."
CERC_JUST_001;rappel;"Le dessin aide à se repérer. Les définitions et les propriétés permettent de raisonner."
CERC_JUST_001;enonce;"Sans mesurer la figure, pourquoi peut-on affirmer que OA = OB ?"
CERC_JUST_001;reponse;"Parce que OA et OB sont des rayons du même cercle"
CERC_JUST_001;proposition_2;"Parce que les deux segments semblent avoir la même longueur sur le dessin"
CERC_JUST_001;proposition_3;"Parce que tous les segments tracés dans un cercle ont la même longueur"
CERC_JUST_001;proposition_4;"Parce que O est placé à peu près au milieu du dessin"
CERC_JUST_001;feedback_1;"A et B sont sur le même cercle de centre O : OA et OB sont des rayons de ce cercle, donc ils ont la même longueur."
CERC_JUST_001;feedback_2;"L'apparence du dessin peut aider à se repérer, mais elle ne démontre pas une égalité de longueurs."
CERC_JUST_001;feedback_3;"Des segments quelconques tracés dans un cercle n'ont pas nécessairement la même longueur."
CERC_JUST_001;feedback_4;"La position apparente de O ne suffit pas : c'est son statut de centre du cercle qui permet de conclure."
CERC_JUST_001;figure_alt;"Cercle de centre O avec deux rayons OA et OB tracés"
