modele_id;texte_id;texte
FRAC_QUOT_001;rappel;"La fraction a/b désigne le quotient exact de a par b, avec b non nul."
FRAC_DROITE_001;enonce;"Sur une demi-droite, chaque unité est partagée en %d parts égales. Le point A est à la %de graduation après 0. Quelle est son abscisse ?"
FRAC_DROITE_001;correction;"Une graduation vaut 1/%d. Après %d graduations, A a pour abscisse %s."
FRAC_DROITE_001;feedback_inverse;"Cette proposition inverse le nombre de graduations et le nombre de parts par unite."
FRAC_DROITE_001;feedback_moins;"Cette proposition compte une graduation de moins."
FRAC_DROITE_001;feedback_partage;"Cette proposition change le partage de l'unite."
FRAC_DROITE_001;rappel;"Si une unité est partagée en b parts égales, chaque graduation vaut 1/b."
FRAC_EQUIV_001;enonce;"Quelle fraction est égale à %d/%d ?"
FRAC_EQUIV_001;correction;"On multiplie le numérateur et le dénominateur par %d.
%d/%d = %s."
FRAC_EQUIV_001;feedback_ajouter;"Ajouter le même nombre au numérateur et au dénominateur ne conserve pas la fraction."
FRAC_EQUIV_001;feedback_num;"Multiplier seulement le numérateur change la valeur de la fraction."
FRAC_EQUIV_001;feedback_den;"Multiplier seulement le dénominateur change la valeur de la fraction."
FRAC_EQUIV_001;rappel;"Multiplier le numérateur et le dénominateur par un même nombre non nul donne une fraction égale."
FRAC_COMP_001;enonce;"Quel signe complète correctement : %d/%d ... %d/%d ?"
FRAC_COMP_001;correction_meme_den;"Les dénominateurs sont identiques. On compare %d et %d. Donc %d/%d %s %d/%d."
FRAC_COMP_001;correction_meme_num;"Les numérateurs sont identiques. La fraction avec le plus petit dénominateur est la plus grande. Donc %d/%d %s %d/%d."
FRAC_COMP_001;proposition_impossible;"impossible à savoir"
FRAC_COMP_001;feedback_inverse;"Ce signe donne l'ordre inverse de celui des deux fractions."
FRAC_COMP_001;feedback_egalite;"Ces deux fractions ne sont pas égales."
FRAC_COMP_001;feedback_suffisant;"Les informations données suffisent pour comparer ces deux fractions."
FRAC_COMP_001;rappel;"Avec un même dénominateur, on compare les numérateurs ; avec un même numérateur, le plus petit dénominateur donne la plus grande fraction."
FRAC_ENCADR_001;enonce;"Quel encadrement entre deux entiers consécutifs est correct pour %s ?"
FRAC_ENCADR_001;correction;"%d = %d x %d + %d, donc %s est compris entre %d et %d."
FRAC_ENCADR_001;feedback_bas;"Cet intervalle est situe une unite trop bas."
FRAC_ENCADR_001;feedback_haut;"Cet intervalle est situe une unite trop haut."
FRAC_ENCADR_001;feedback_superieure;"La fraction est supérieure à 1."
FRAC_ENCADR_001;rappel;"Pour encadrer a/b, on cherche entre quels multiples consécutifs de b se trouve a."
FRAC_SUB_001;enonce;"Calculer et simplifier : %d/%d - %d/%d"
FRAC_SUB_001;correction;"Les dénominateurs sont identiques.
(%d - %d)/%d = %s."
FRAC_SUB_001;feedback_faux;"La différence vaut %s."
FRAC_SUB_001;rappel;"Avec le même dénominateur, on soustrait les numérateurs et on conserve le dénominateur."
FRAC_MANQ_001;enonce;"Quelle fraction manque ?  □ + %d/%d = %d/%d"
FRAC_MANQ_001;correction;"Il faut compléter %d jusqu’à %d.
%d - %d = %d. La fraction manquante est %s."
FRAC_MANQ_001;feedback_addition;"Cette proposition additionne au lieu de chercher ce qui manque."
FRAC_MANQ_001;feedback_denominateur;"Le dénominateur reste le même dans cette addition."
FRAC_MANQ_001;feedback_recopie;"Cette proposition recopie la fraction déjà connue."
FRAC_MANQ_001;rappel;"Avec le même dénominateur, chercher le terme manquant revient à compléter les numérateurs."
FRAC_MULT_ENT_001;enonce;"Calculer et simplifier : %d x %d/%d"
FRAC_MULT_ENT_001;correction;"%d x %d/%d = (%d x %d)/%d = %s."
FRAC_MULT_ENT_001;feedback_faux;"Le produit vaut %s."
FRAC_MULT_ENT_001;rappel;"Multiplier a/b par un entier n revient à multiplier le numérateur par n."
FRAC_QTE_001;var_notion_distributivite;"distributivité"
FRAC_QTE_001;var_explication_distributivite;"Le mot est distributivité. C'est le nom d'une propriété mathématique : a - a x b = a x (1 - b). Ici, on met la quantité totale en facteur. Tu ne savais pas ce qu'est une propriété mathématique ? TKT : maintenant tu en connais une."
FRAC_QTE_001;var_feedback_relation;"La proposition %s ne vérifie pas la relation demandée."
FRAC_QTE_001;var_enonce_trou;"Quel nombre se cache dans la boîte ?  %d/%d × □ = %d"
FRAC_QTE_001;var_correction_trou;"Pour répondre à la question, il faut poser [[l'équation]] %d/%d × □ = %d.
Puis on utilise l'opération inverse :
□ = %d ÷ (%d/%d) = %d."
FRAC_QTE_001;var_enonce_inverse;"Un %s contient %d %s. On en utilise %d/%d. Combien en reste-t-il ?"
FRAC_QTE_001;var_correction_inverse;"%d/%d de %d = %d sont utilisés, donc %d - %d = %d ne sont pas utilisés. On peut aussi écrire %d - %d x %d/%d = %d x (1 - %d/%d) = %d. Cette transformation utilise la [[distributivité]] : on met %d en facteur."
FRAC_ADD_001;var_feedback_relation;"La proposition %s ne vérifie pas la relation demandée."
FRAC_ADD_001;var_enonce_trou;"Quelle fraction se cache dans la boîte ?  □ + %d/%d = %s"
FRAC_ADD_001;var_correction_trou;"La boîte vaut %d/%d car %d/%d + %d/%d = %s."
FRAC_ADD_001;var_enonce_inverse;"Je pars de %d/%d, j'ajoute %d/%d. Sur quelle fraction est-ce que j'arrive ?"
FRAC_SUB_001;var_feedback_relation;"La proposition %s ne vérifie pas la relation demandée."
FRAC_SUB_001;var_enonce_trou;"Quelle fraction se cache dans la boîte ?  %d/%d - □ = %s"
FRAC_SUB_001;var_correction_trou;"La boîte vaut %d/%d : %d/%d - %d/%d = %s."
FRAC_SUB_001;var_enonce_inverse;"Quel nombre faut-il retirer de %d/%d pour obtenir %s ?"
FRAC_SUB_001;var_correction_inverse;"Il faut retirer %d/%d."
FRAC_MULT_001;var_feedback_relation;"La proposition %s ne vérifie pas la relation demandée."
FRAC_MULT_001;var_enonce_trou;"Quelle fraction se cache dans la boîte ?  □ × %d/%d = %s"
FRAC_MULT_001;var_enonce_inverse;"Par quelle fraction faut-il multiplier %d/%d pour obtenir %s ?"
FRAC_MULT_001;var_correction;"La fraction cherchée est %d/%d car (%d/%d) × (%d/%d) = %s."
FRAC_DIV_001;var_feedback_relation;"La proposition %s ne vérifie pas la relation demandée."
FRAC_DIV_001;var_enonce_trou;"Quelle fraction se cache dans la boîte ?  □ ÷ (%d/%d) = %s"
FRAC_DIV_001;var_enonce_inverse;"Je divise une fraction par %d/%d et j'obtiens %s. Quelle était la fraction de départ ?"
FRAC_DIV_001;var_correction;"La fraction de départ est %d/%d car (%d/%d) ÷ (%d/%d) = %s."
